kepid,tm_designation,teff,teff_err1,teff_err2,logg,logg_err1,logg_err2,feh,feh_err1,feh_err2,mass,mass_err1,mass_err2,radius,radius_err1,radius_err2,dens,dens_err1,dens_err2,prov_sec,kepmag,nconfp,nkoi,ntce,datalink_dvr,st_delivname,st_vet_date_str,ra,ra_str,dec,dec_str,st_quarters,teff_prov,logg_prov,feh_prov,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,dutycycle,dataspan,mesthres01p5,mesthres02p0,mesthres02p5,mesthres03p0,mesthres03p5,mesthres04p5,mesthres05p0,mesthres06p0,mesthres07p5,mesthres09p0,mesthres10p5,mesthres12p0,mesthres12p5,mesthres15p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,tycho2_match_id,tycho2_match_dist_deg,tycho2_match_btmag,tycho2_match_ra,tycho2_match_dec,pmra,pmdec,parallax
4262929,2MASS J19265672+3921507,4574,91.0,-133.0,2.252,0.032,-0.028,0.04,0.17,-0.28,2.11,1.12,-0.93,17.991,4.044,-4.666,0.0005099999999999999,0.0001925,-8.326e-05,DSEP,11.304,0,0,0,,q1_q17_dr24_stellar,2015-01-15,291.73636,19h26m56.73s,39.364113,+39d21m50.8s,10000000000000000,PHO54,AST54,PHO54,9.456,0.021,8.835,0.018000000000000002,8.698,0.018000000000000002,0.9907,33.068000000000005,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,91.064,101.068,115.526,128.328,145.291,170.028,177.63,191.608,212.907,230.145,237.686,246.333,249.05900000000003,267.867,3134-61-1,2.6120450894569068e-05,13.914,291.7363598868938,39.36408687532079,-0.5679326539053775,-4.598108108149583,0.03850514473754163
4276002,2MASS J19391856+3923432,7559,233.0,-300.0,4.082,0.08900000000000001,-0.369,0.1,0.24,-0.34,1.73,0.34,-0.21,1.983,1.272,-0.289,0.3129,0.1357,-0.231,DSEP,11.658,0,0,2,004/004276/004276002/dv/kplr004276002-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,294.82736,19h39m18.57s,39.395329,+39d23m43.2s,11111011101110111,KIC0,KIC0,KIC0,11.024,0.02,10.924,0.022,10.899,0.027000000000000003,0.6991,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,300.822,266.135,252.535,235.615,224.56,206.423,198.93,187.485,174.282,162.702,153.251,144.421,141.754,126.751,3139-38-1,2.4328804008734323e-05,11.907,294.82733281236636,39.39531675075583,-2.7724603318880114,-1.3788029403094322,1.7521185458943176
4160876,2MASS J19292914+3913175,8511,242.0,-369.0,3.664,0.287,-0.126,0.07,0.29,-0.51,2.33,0.4,-0.54,3.717,0.931,-1.33,0.06381,0.1278,-0.02567,DSEP,10.201,0,0,2,004/004160/004160876/dv/kplr004160876-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,292.37146,19h29m29.15s,39.22155,+39d13m17.6s,11111111111111111,KIC0,KIC0,KIC0,9.75,0.022,9.723,0.023,9.684,0.017,0.875,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,17.340999999999998,15.154000000000002,14.119000000000002,13.108,12.558,11.623,11.271,10.701,10.165,9.888,9.565,9.477,9.433,9.41,3134-81-1,2.3287840231354886e-05,10.414,292.37143663261384,39.2215646324856,-0.9527464894446188,3.1702791859341435,1.6713101820009215
4263127,2MASS J19270951+3923529,7247,227.0,-329.0,4.1110000000000015,0.11,-0.378,0.04,0.18,-0.4,1.58,0.37,-0.26,1.834,1.221,-0.328,0.3615,0.205,-0.2701,DSEP,12.402,0,0,3,004/004263/004263127/dv/kplr004263127-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,291.78964,19h27m09.51s,39.398041,+39d23m52.9s,11111111111111111,KIC0,KIC0,KIC0,11.579,0.027000000000000003,11.512,0.029,11.497,0.019,0.8757,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,719.8610000000001,706.817,707.3939999999999,687.285,675.447,631.1659999999998,604.9169999999998,558.722,499.751,450.88,413.599,384.732,377.584,342.458,3138-1757-1,2.4729977746640186e-05,13.099,291.7896554742783,39.398062674236115,-2.115527904930836,2.344898827975792,1.1044171284124429
4276070,2MASS J19392245+3920266,4797,80.0,-80.0,2.551,0.012,-0.012,0.36,0.04,-0.04,1.7,0.16,-0.11,11.42,0.46,-0.21,0.001592,4.226e-05,-4.226e-05,MULT55,11.996,0,0,0,,q1_q17_dr24_stellar,2015-01-15,294.84357,19h39m22.46s,39.340721,+39d20m26.6s,11111011101110111,PHO55,AST55,SPE55,10.134,0.021,9.573,0.022,9.41,0.018000000000000002,0.6991,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,136.059,152.175,170.15400000000002,183.403,199.865,219.826,224.069,230.80900000000003,239.811,243.819,244.338,244.594,245.003,244.272,3135-591-1,2.637041305778508e-05,13.887,294.84354665842585,39.34070176383845,-3.9868165747610553,-5.531668975086571,0.4447144481811901
4276164,2MASS J19392847+3922382,6534,150.0,-210.0,4.194,0.165,-0.306,-0.12,0.22,-0.32,1.25,0.28,-0.22,1.477,0.815,-0.344,0.546,0.4867,-0.3716,DSEP,12.201,0,0,0,,q1_q17_dr24_stellar,2015-01-15,294.86865,19h39m28.48s,39.37728900000001,+39d22m38.2s,11111011101110111,PHO1,KIC0,KIC0,11.225,0.021,11.037,0.022,10.987,0.02,0.6989,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,87.12299999999998,82.956,83.229,81.748,81.79,80.652,80.336,80.529,80.15,79.322,78.21,77.13,76.777,74.04899999999998,3139-21-1,1.5926940848252804e-05,12.54,294.86864285086415,39.37730395212709,-2.327170549750484,2.563402646001231,1.2340059689489813
4281490,2MASS J19435178+3921158,4970,70.0,-135.0,2.658,0.026,-0.031,-0.34,0.22,-0.32,1.97,0.86,-0.84,10.889,2.091,-2.593,0.002148,0.0006908999999999999,-0.0002929,DSEP,10.349,0,0,0,,q1_q17_dr24_stellar,2015-01-15,295.96579,19h43m51.79s,39.354408,+39d21m15.9s,11111011101110111,PHO1,AST9,KIC0,8.682,0.018000000000000002,8.176,0.021,8.101,0.014,0.6992,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,108.153,124.318,138.279,147.719,160.904,179.738,185.302,194.197,203.419,206.658,206.46,206.433,206.637,205.936,3136-492-1,2.6672741375736855e-05,11.56,295.9657982595494,39.35443389082162,2.8982338763407505,2.9989850341159268,1.588932993063218
4281581,2MASS J19435700+3920474,8354,238.0,-341.0,3.758,0.287,-0.117,-0.14,0.35,-0.38,2.03,0.4,-0.38,3.117,0.7490000000000001,-1.064,0.09448,0.1818,-0.03605,DSEP,9.4,0,0,1,004/004281/004281581/dv/kplr004281581-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,295.98752,19h43m57.00s,39.346512,+39d20m47.4s,11111011101110111,KIC0,KIC0,KIC0,9.02,0.021,8.969,0.027000000000000003,8.907,0.014,0.6992,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,204.265,233.553,255.789,269.047,290.283,322.812,333.945,354.32,375.825,383.587,383.781,383.455,383.714,388.146,3136-785-1,1.8956851358905516e-05,9.484,295.9875353821838,39.34649723235835,1.5033987391220187,0.6999603674551667,1.1108868326264514
4354831,2MASS J19143683+3927328,4624,110.0,-101.0,2.41,0.03,-0.03,-0.14,0.26,-0.26,1.37,0.59,-0.43,12.103,2.418,-1.94,0.00109,0.0002206,-0.0002052,DSEP,10.804,0,0,0,,q1_q17_dr24_stellar,2015-01-15,288.6535,19h14m36.84s,39.459118,+39d27m32.8s,10000000000000000,PHO54,AST54,PHO54,9.206,0.022,8.626,0.021,8.466000000000001,0.017,0.9907,33.068000000000005,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,94.096,108.44,122.728,135.40200000000002,152.689,179.842,189.295,207.488,231.685,248.706,258.115,268.003,272.389,297.345,3125-3751-1,1.6621199035983837e-05,12.894,288.6535198918227,39.459124361792405,2.8935833967421853,2.345267781637025,0.9008487324848404
4355012,2MASS J19145146+3927126,7174,224.0,-297.0,3.458,0.334,-0.14,0.07,0.23,-0.31,2.18,0.2,-0.49,4.563,1.082,-1.832,0.03235,0.08404,-0.0139,DSEP,11.764,0,0,4,004/004355/004355012/dv/kplr004355012-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,288.71442,19h14m51.46s,39.45351,+39d27m12.6s,11111111111111111,KIC0,KIC0,KIC0,10.933,0.022,10.821,0.022,10.738,0.019,0.8755,1459.789,7.1,8.76,8.521,8.389,8.16,7.1,7.903,7.3210000000000015,7.1,7.1,7.1,7.1,7.1,7.1,65.697,60.475,58.827,56.361,54.701,51.404,49.912,47.848,45.458,43.256,41.835,40.656,40.309,38.352,3125-3247-1,8.365239156607497e-06,11.999,288.7144289955222,39.4535052833278,5.755724030573052,-1.9985386589677296,0.7520140666474658
4169517,2MASS J19373168+3913481,5082,92.0,-98.0,2.718,0.029,-0.031,-0.84,0.26,-0.3,1.07,0.27,-0.21,7.497999999999998,0.8370000000000001,-0.75,0.003576,0.000466,-0.0004675,DSEP,11.895,0,0,0,,q1_q17_dr24_stellar,2015-01-15,294.38202,19h37m31.68s,39.230049,+39d13m48.2s,11111011101110111,PHO1,AST9,KIC0,10.369000000000002,0.022,9.851,0.028,9.759,0.023,0.6991,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,143.476,155.469,166.15099999999995,171.123,178.741,184.737,184.657,184.266,182.553,177.625,172.487,168.106,166.576,157.68200000000004,3135-530-1,1.1066171232981577e-05,13.220999999999998,294.38200928457167,39.23004165788903,-7.167437565276876,-4.44920979674309,0.4092739515749195
4346319,2MASS J19011998+3924387,4815,80.0,-80.0,2.552,0.01,-0.011,0.2,0.05,-0.05,1.6,0.09,-0.16,11.1,0.23,-0.46,0.001662,4.226e-05,-4.226e-05,MULT55,11.415,0,0,0,,q1_q17_dr24_stellar,2015-01-15,285.33328,19h01m19.99s,39.41077,+39d24m38.8s,11101111111111111,PHO55,AST55,SPE55,9.71,0.021,9.163,0.018000000000000002,9.024,0.017,0.8201,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,122.013,138.796,155.96,168.703,185.29,207.565,213.407,223.433,236.351,241.425,243.467,244.861,245.611,248.875,3124-1262-1,1.2074182697257354e-05,13.071,285.3332662120994,39.410775671661746,0.8099019938103271,0.5767799670221382,0.40944536297636175
4365827,2MASS J19271259+3924465,4042,137.0,-115.0,1.746,0.21600000000000005,-0.304,0.22,0.18,-0.22,0.96,0.49,-0.03,21.785,13.117,-4.385,0.0001314,0.0001355,-8.995e-05,DSEP,11.05,0,0,0,,q1_q17_dr24_stellar,2015-01-15,291.80246,19h27m12.59s,39.412941,+39d24m46.6s,11111111111111111,KIC0,KIC0,KIC0,8.536,0.024,7.732,0.061,7.456,0.029,0.8749,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,33.483000000000004,32.079,32.555,32.547,33.353,35.261,36.217,38.835,43.147,46.497,49.39100000000001,52.964,54.315,62.527,3138-2-1,2.2797514996838247e-05,15.636,291.8024763698278,39.412922015843115,-0.6138246264634195,-7.208691232742879,0.0016110894459926415
4155751,2MASS J19243534+3917128,6648,168.0,-218.0,3.563,0.507,-0.177,-0.38,0.28,-0.3,1.6,0.22,-0.48,3.465,0.941,-1.839,0.0542,0.3165,-0.026160000000000003,DSEP,11.634,0,0,0,,q1_q17_dr24_stellar,2015-01-15,291.14728,19h24m35.35s,39.286888,+39d17m12.8s,11111111111111111,PHO1,KIC0,KIC0,10.673,0.022,10.458,0.016,10.412,0.019,0.8755,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,119.492,117.525,119.562,117.916,117.689,114.053,111.767,108.631,104.046,98.785,94.337,90.311,89.223,82.844,3134-420-1,1.6154155476968805e-05,12.389,291.1472867007405,39.28687271008013,1.2233465880925412,1.1888365769783515,1.093454174249484
4164363,2MASS J19325054+3914265,6472,114.0,-122.0,3.821,0.165,-0.08,-0.18,0.14,-0.12,1.47,0.13,-0.21,2.467,0.354,-0.563,0.1379,0.123,-0.037610000000000005,DSEP,11.374,0,0,0,,q1_q17_dr24_stellar,2015-01-15,293.21063,19h32m50.55s,39.2407,+39d14m26.5s,11111011101110111,SPE4,SPE4,SPE4,10.677,0.021,10.616,0.02,10.579,0.019,0.6991,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,126.019,143.968,163.785,180.284,201.506,230.95,239.11900000000003,253.504,272.523,281.017,283.106,284.1090000000001,284.69,286.196,3135-569-1,1.210433051621537e-05,11.5,293.21062996425303,39.24071213958182,4.587009619554221,3.3214845379175872,2.217701177082542
4366728,2MASS J19281328+3929467,7043,194.0,-264.0,3.772,0.282,-0.149,0.0,0.21,-0.36,1.85,0.25,-0.41,2.923,0.767,-1.015,0.1041,0.1989,-0.04551,DSEP,11.737,0,0,0,,q1_q17_dr24_stellar,2015-01-15,292.05533,19h28m13.28s,39.496311,+39d29m46.7s,11111111111111111,PHO1,KIC0,KIC0,10.89,0.021,10.736,0.021,10.694,0.018000000000000002,0.8752,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,57.867,55.708,57.137,57.386,58.731,61.253,62.419,65.921,71.461,75.502,78.803,82.743,84.365,93.285,3138-954-1,1.4158234202550823e-05,12.384,292.0553468724395,39.496305484395755,-0.9786410173456881,3.460313957497373,2.007289022327561
4170631,2MASS J19383308+3914187,7693,241.0,-293.0,3.588,0.305,-0.08199999999999999,-0.26,0.33,-0.28,1.99,0.2,-0.42,3.751,0.5479999999999999,-1.393,0.05306,0.1173,-0.01425,DSEP,10.786,0,0,2,004/004170/004170631/dv/kplr004170631-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,294.63785,19h38m33.08s,39.238541,+39d14m18.7s,11111011101110111,KIC0,KIC0,KIC0,10.044,0.023,9.909,0.028,9.878,0.024,0.6992,1459.789,7.104,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,1853.898,1625.3429999999996,1539.928,1450.085,1410.7320000000002,1360.576,1344.583,1331.688,1313.5020000000004,1290.546,1270.305,1254.351,1250.623,1202.945,3135-641-1,2.122447627911835e-05,11.254,294.6378666404267,39.23855786186752,5.505717619141136,2.58915642059274,1.5307734475052246
4181550,2MASS J19465922+3916085,6343,170.0,-188.0,3.862,0.397,-0.166,-0.5,0.32,-0.3,1.13,0.27,-0.22,2.064,0.649,-0.885,0.1809,0.609,-0.0855,DSEP,11.598,0,0,0,,q1_q17_dr24_stellar,2015-01-15,296.74677,19h46m59.22s,39.269032,+39d16m08.5s,11111011101110111,PHO1,KIC0,KIC0,10.592,0.019,10.349,0.019,10.281,0.022,0.6986,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,52.593,49.587,49.703,48.419,48.35,47.978,47.625,48.14,49.289,50.691,52.424,54.441,55.3,59.896,3136-916-1,1.3115919625095442e-05,12.238,296.74678329787764,39.269023864381104,4.126330147799136,-3.8334156547222906,0.782286888232518
4276976,2MASS J19401263+3922458,6531,159.0,-196.0,4.232,0.173,-0.224,-0.58,0.26,-0.3,1.0,0.16,-0.11,1.268,0.483,-0.242,0.6912,0.5766,-0.3912,DSEP,12.2,0,0,0,,q1_q17_dr24_stellar,2015-01-15,295.05264,19h40m12.63s,39.379391,+39d22m45.8s,11111011101110111,PHO1,KIC0,KIC0,11.273,0.022,11.039,0.02,10.973,0.018000000000000002,0.6990000000000001,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,91.831,91.291,95.159,97.283,101.124,107.079,109.341,115.246,123.92,128.859,131.97799999999998,134.754,135.982,142.625,3140-27-1,2.453763877478597e-05,12.633,295.0526427172029,39.37941544714553,2.6107662112854837,1.2716222608790917,1.6983094295235952
4164910,2MASS J19332189+3912064,4864,81.0,-81.0,2.478,0.026,-0.028,0.17,0.05,-0.05,1.24,0.23,-0.26,10.64,0.63,-0.84,0.001465,4.226e-05,-4.226e-05,MULT55,11.027,0,0,0,,q1_q17_dr24_stellar,2015-01-15,293.34125,19h33m21.90s,39.201778,+39d12m06.4s,11111011101110111,PHO55,AST55,SPE55,9.354,0.021,8.833,0.022,8.689,0.017,0.6991,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,106.908,123.386,139.625,152.651,169.77599999999995,196.553,205.189,219.609,237.917,247.985,252.746,256.841,258.559,267.98400000000004,3135-418-1,2.359877309145089e-05,12.857,293.34122358915744,39.20176628309335,-1.4979814443166313,-2.462762971613598,0.9135518692925568
4241369,2MASS J18584517+3919401,4912,128.0,-128.0,2.695,0.016,-0.019,-0.02,0.06,-0.06,1.84,0.26,-0.26,10.1,0.51,-0.56,0.002521,7.043e-05,-8.451e-05,MULT55,10.431,0,0,0,,q1_q17_dr24_stellar,2015-01-15,284.68823,18h58m45.18s,39.327831,+39d19m40.2s,11111111111111111,PHO55,AST55,SPE55,8.867,0.034,8.353,0.027000000000000003,8.236,0.022,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,117.421,134.043,146.743,154.525,165.812,181.513,185.768,192.024,197.828,198.072,196.593,195.125,194.755,190.738,3119-2481-1,2.271743917865515e-05,12.077,284.6882520574616,39.32784602522735,0.26411357608197084,2.7370209989859298,1.0371319033901758
4254741,2MASS J19175871+3922561,7382,231.0,-319.0,4.19,0.07400000000000001,-0.428,0.07,0.19,-0.37,1.58,0.38,-0.2,1.676,1.284,-0.218,0.4743,0.1683,-0.3734,DSEP,10.923,0,0,4,004/004254/004254741/dv/kplr004254741-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,289.49466,19h17m58.72s,39.38225900000001,+39d22m56.1s,11111111111111111,PHO54,PHO54,PHO54,10.448,0.021,10.368,0.022,10.331,0.018000000000000002,0.8756,1459.789,7.1,7.898,7.1,7.1,7.1,7.482,7.3,7.1,7.562,7.1,7.1,7.1,7.1,7.1,517.8290000000002,449.942,410.672,371.837,351.656,321.53,310.301,296.619,284.498,276.568,274.014,270.22700000000003,269.49,258.446,3125-3600-1,1.8587967992817196e-05,11.448,289.4946634644639,39.38224058982763,-1.1710786072653538,-2.883881980802843,1.5375555959497649
4271597,2MASS J19352419+3922237,8443,256.0,-335.0,3.755,0.292,-0.133,-0.14,0.35,-0.36,2.03,0.43,-0.36,3.127,0.8759999999999999,-1.057,0.09357,0.1816,-0.03966,DSEP,11.247,0,0,0,,q1_q17_dr24_stellar,2015-01-15,293.8508,19h35m24.19s,39.37326,+39d22m23.7s,11111011101110111,KIC0,KIC0,KIC0,10.745,0.022,10.669,0.02,10.654000000000002,0.018000000000000002,0.6987,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,30.829,27.673,26.505,24.907,24.013,22.262,21.601,20.552,19.402,18.473,17.774,17.151,16.993,15.626,3135-587-1,1.210433051621537e-05,11.398,293.8508154260594,39.37325786074383,5.036275192224485,1.9750998893958482,0.9181639873204888
4370502,2MASS J19321343+3929350,5028,117.0,-272.0,2.511,0.035,-0.023,0.07,0.14,-0.57,3.31,0.04,-2.27,16.74,0.542,-7.586,0.0009944,0.0009194,-8.494e-05,DSEP,10.217,0,0,0,,q1_q17_dr24_stellar,2015-01-15,293.056,19h32m13.44s,39.493069,+39d29m35.0s,11100000000000000,PHO1,AST9,KIC0,8.619,0.021,8.125,0.026,8.005,0.017,0.8948,217.618,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,89.79799999999999,104.687,118.38,128.686,143.322,166.324,174.04,187.437,204.051,212.834,217.134,220.591,222.167,230.128,3139-1617-1,2.62040365510697e-05,11.717,293.05597832288436,39.49304885613992,-3.184434848032102,-10.51509673338569,1.2855671279456784
4370956,2MASS J19324061+3929579,6468,184.0,-249.0,4.07,0.248,-0.259,-0.2,0.26,-0.3,1.29,0.26,-0.27,1.73,0.7979999999999999,-0.557,0.3503,0.5526,-0.2183,DSEP,9.596,0,0,2,004/004370/004370956/dv/kplr004370956-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,293.16922,19h32m40.61s,39.499439,+39d29m58.0s,11111011101110111,PHO54,PHO54,PHO54,8.907,0.029,8.76,0.018000000000000002,8.697000000000001,0.017,0.6990000000000001,1459.789,7.187,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,48.928,46.952,46.628,44.93600000000001,44.3,42.246,41.168,40.183,39.341,39.204,39.654,40.448,40.895,43.342,3139-1931-1,1.3553236463535334e-05,10.152,293.169237563664,39.499439520629004,1.1526244407809798,-0.6709118042369749,3.772731510118344
4145040,2MASS J19122176+3912138,7128,230.0,-289.0,3.466,0.376,-0.114,-0.18,0.26,-0.3,2.02,0.15,-0.52,4.348,0.6890000000000001,-1.895,0.03458,0.1109,-0.01184,DSEP,11.537,0,0,0,,q1_q17_dr24_stellar,2015-01-15,288.0907,19h12m21.77s,39.20385,+39d12m13.9s,10011001100110011,KIC0,KIC0,KIC0,10.705,0.021,10.57,0.022,10.503,0.021,0.4113,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,36.48,32.914,31.427,29.592,28.472,26.429,25.611,24.342,23.081,22.184,21.496,20.876,20.893,19.932,3121-1149-1,1.2749559400407728e-05,11.892,288.09069487587817,39.20386209259903,0.4244539958976559,3.7190228466725612,1.0278611258607808
4171302,2MASS J19390861+3916084,8124,244.0,-313.0,4.065,0.13,-0.319,-0.14,0.3,-0.34,1.77,0.32,-0.24,2.046,1.101,-0.389,0.2915,0.1944,-0.1998,DSEP,11.813,0,0,5,004/004171/004171302/dv/kplr004171302-20141002224145_dvr.pdf,q1_q17_dr24_stellar,2015-01-15,294.78589,19h39m08.61s,39.269001,+39d16m08.4s,11111011101110111,KIC0,KIC0,KIC0,11.225,0.02,11.12,0.02,11.106,0.02,0.6987,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,39.101,35.41300000000001,34.315,32.534,31.66,30.526,29.778,29.569000000000006,29.66,30.097,30.503,31.214,31.664,33.472,3135-491-1,9.659346157805877e-06,11.877,294.7858902395099,39.26901066071429,0.4649073794236765,2.94132322163476,1.184886629801384
4255006,2MASS J19181909+3923071,6902,203.0,-322.0,4.132,0.117,-0.393,0.22,0.16,-0.38,1.55,0.33,-0.25,1.7719999999999998,1.23,-0.322,0.3925,0.2308,-0.2985,DSEP,11.546,0,0,0,,q1_q17_dr24_stellar,2015-01-15,289.57956,19h18m19.09s,39.385323,+39d23m07.2s,11111111111111111,PHO54,PHO54,PHO54,10.999,0.018000000000000002,10.858,0.015,10.82,0.017,0.8729,1459.789,7.1,7.1,7.1,7.122000000000001,9.116,8.846,8.743,9.364,10.67,11.046,13.026,14.31,14.594,14.67,137.037,135.161,141.81799999999996,147.893,157.702,173.521,179.919,194.814,221.063,238.694,249.855,262.156,267.10400000000004,304.921,3125-3337-1,2.679543799694733e-05,12.039,289.5795876558067,39.385339138983504,5.887070298338583,6.65945338898476,1.3313871047955332
4255166,2MASS J19183138+3922058,7700,243.0,-309.0,3.897,0.267,-0.152,-0.5,0.26,-0.32,1.49,0.28,-0.29,2.279,0.672,-0.747,0.1776,0.3103,-0.08084,DSEP,10.7,0,0,0,,q1_q17_dr24_stellar,2015-01-15,289.6308,19h18m31.39s,39.368279,+39d22m05.8s,11111111111111111,PHO54,PHO54,PHO54,10.249,0.019,10.121,0.015,10.113,0.017,0.8756,1459.789,7.1,7.1,7.1,7.1,7.1,8.727,8.129,7.1,7.1,7.104,7.109,7.15,7.129,7.1,84.086,91.196,102.349,112.496,124.994,142.351,147.748,159.37,179.332,193.332,202.625,212.49400000000003,216.331,239.616,3121-50-1,2.2940947124789083e-05,11.312,289.630770325482,39.368279292162136,-1.4194617517341117,4.750085827346854,2.3278850657775902
4271855,2MASS J19353855+3921212,4893,87.0,-192.0,2.501,0.032,-0.027000000000000003,0.07,0.14,-0.51,3.06,0.26,-2.04,16.274,0.915,-7.081,0.001001,0.0008673,-0.0001056,DSEP,11.276,0,0,0,,q1_q17_dr24_stellar,2015-01-15,293.91064,19h35m38.55s,39.3559,+39d21m21.2s,11101011101110111,PHO1,AST9,KIC0,9.517,0.02,8.968,0.02,8.855,0.017,0.6435,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,133.764,153.762,173.845,189.963,211.165,242.498,251.621,267.157,288.386,299.351,305.372,310.766,312.9170000000001,324.826,3135-533-1,1.8899085298673496e-05,12.505999999999998,293.9106285410667,39.35591667181149,0.13673712738429833,7.802086217721369,0.8874325267736652
4347564,2MASS J19032992+3928391,6443,156.0,-200.0,4.065,0.253,-0.253,-0.22,0.26,-0.3,1.25,0.27,-0.24,1.713,0.792,-0.545,0.3491,0.5588,-0.2161,DSEP,12.427,0,0,0,,q1_q17_dr24_stellar,2015-01-15,285.87469,19h03m29.93s,39.477531,+39d28m39.1s,11111111111111111,PHO1,KIC0,KIC0,11.464,0.022,11.245,0.021,11.143,0.018000000000000002,0.8743,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,101.182,103.804,112.779,119.85,129.505,143.754,149.172,162.849,184.98,199.697,208.598,219.345,223.772,252.465,3124-1004-1,5.533085616490783e-06,13.059,285.87469568001575,39.47752746167184,-0.5493525482135737,1.1741055300373953,2.3498509934847376
4347607,2MASS J19033323+3929169,5951,155.0,-159.0,4.069,0.29,-0.218,-0.2,0.3,-0.28,1.0,0.23,-0.13,1.5319999999999998,0.703,-0.466,0.3938,0.7057,-0.2296,DSEP,11.372,0,0,0,,q1_q17_dr24_stellar,2015-01-15,285.88846,19h03m33.23s,39.488029,+39d29m16.9s,11111111111111111,PHO1,KIC0,KIC0,10.318,0.022,10.069,0.021,9.983,0.017,0.8753,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,58.392,54.003,52.38800000000001,49.55,48.107,44.749,43.247,41.122,38.886,37.302,36.103,35.058,34.783,33.552,3124-590-1,1.5344191370284065e-05,12.255999999999998,285.888475542368,39.48801942275228,-0.8727343775435386,0.37635386041374463,1.7695980914505682
